order_id,Sales,Quantity,Discount,Profit,customer_id,order_date,ship_mode,ship_date
CA-2017-130967,53.982,3,0.4,-10.7964,EB-13870,2017-03-10,Standard Class,2017-03-16
CA-2017-101581,177.225,5,0.5,-120.513,DW-13195,2017-10-22,Standard Class,2017-10-27
CA-2017-169124,129.39,3,0.0,54.3438,MB-17305,2017-07-03,Standard Class,2017-07-10
CA-2017-117261,54.32,4,0.0,0.5432,TH-21235,2017-09-04,Standard Class,2017-09-10
CA-2017-129021,4367.896,13,0.2,327.5922,PO-18850,2017-08-23,Second Class,2017-08-26
CA-2014-123253,3.912,1,0.2,1.0269,DE-13255,2014-08-22,Second Class,2014-08-25
CA-2016-121601,59.752,7,0.2,19.4194,MO-17500,2016-10-04,Same Day,2016-10-04
CA-2014-162278,63.92,4,0.0,3.196,AH-10585,2014-10-26,Second Class,2014-10-30
CA-2016-161095,7.752,3,0.2,2.8101,CS-12250,2016-06-28,Same Day,2016-06-28
CA-2014-125829,666.344,7,0.2,66.6344,WB-21850,2014-11-04,Standard Class,2014-11-11
CA-2014-123127,16.78,2,0.0,4.195,SP-20620,2014-09-08,Standard Class,2014-09-12
CA-2015-115945,20.96,2,0.0,5.24,AB-10165,2015-06-25,Standard Class,2015-07-01
CA-2015-136735,167.86,2,0.0,78.8942,HA-14920,2015-07-26,Standard Class,2015-08-02
US-2017-136189,82.38,6,0.0,25.5378,DC-13285,2017-12-07,Standard Class,2017-12-11
CA-2014-152345,23.976,3,0.2,-5.6943,ST-20530,2014-12-29,Second Class,2015-01-03
US-2015-147662,14.952,2,0.7,-11.9616,KB-16315,2015-02-14,Standard Class,2015-02-19
CA-2016-153346,9.21,3,0.0,2.3025,TB-21355,2016-01-25,First Class,2016-01-27
CA-2017-118360,42.93,9,0.0,19.3185,JC-15775,2017-04-01,Standard Class,2017-04-07
CA-2017-149853,15.552,3,0.2,5.4432,PO-18850,2017-10-03,Standard Class,2017-10-09
CA-2017-107909,19.99,1,0.0,6.7966,SS-20875,2017-09-01,Standard Class,2017-09-06
CA-2015-112375,50.88,6,0.2,14.628,RD-19720,2015-12-21,Standard Class,2015-12-27
CA-2015-154795,7.92,1,0.2,2.772,GZ-14470,2015-12-20,Standard Class,2015-12-24
CA-2015-125234,107.97,3,0.0,22.6737,SN-20710,2015-11-27,Standard Class,2015-12-01
CA-2017-133501,5.184,1,0.2,1.8144,DK-12895,2017-08-27,Standard Class,2017-09-01
US-2014-129609,16.28,2,0.0,6.512,VM-21835,2014-03-22,Same Day,2014-03-22
CA-2017-130309,544.38,3,0.0,157.8702,GB-14575,2017-12-17,Standard Class,2017-12-21
CA-2017-105410,19.824,6,0.2,6.6906,ND-18370,2017-03-19,First Class,2017-03-22
CA-2016-120355,631.782,2,0.1,140.396,MM-17260,2016-09-18,Standard Class,2016-09-25
CA-2017-169894,20.724,2,0.7,-15.1976,MV-17485,2017-11-24,Second Class,2017-11-29
US-2017-100482,16.768,2,0.2,1.4672,JL-15130,2017-04-11,Standard Class,2017-04-15
CA-2017-107748,95.84,4,0.2,34.742,AG-10330,2017-12-10,Second Class,2017-12-12
CA-2017-153654,19.008,8,0.7,-12.672,MD-17860,2017-11-24,Second Class,2017-11-26
CA-2015-155600,1598.058,7,0.7,-1065.372,RO-19780,2015-12-04,Second Class,2015-12-07
CA-2017-162565,10.368,2,0.2,3.6288,RR-19315,2017-12-11,Same Day,2017-12-11
CA-2016-127642,111.96,2,0.0,54.8604,CP-12340,2016-05-21,First Class,2016-05-23
US-2017-163195,29.16,3,0.0,8.4564,LL-16840,2017-02-17,Second Class,2017-02-21
CA-2017-111332,131.94,3,0.0,35.6238,NC-18340,2017-05-20,Second Class,2017-05-22
CA-2017-117044,10.528,4,0.2,3.29,HA-14920,2017-09-11,Second Class,2017-09-13
US-2016-165078,104.9,5,0.0,50.352,MA-17995,2016-11-05,Standard Class,2016-11-10
US-2017-169320,11.68,2,0.0,5.4896,LH-16900,2017-07-23,Second Class,2017-07-25
CA-2016-158575,103.968,6,0.2,16.8948,SB-20290,2016-11-18,Standard Class,2016-11-24
CA-2014-166954,303.25,5,0.0,63.6825,BT-11305,2014-04-25,Standard Class,2014-04-30
CA-2015-140830,17.48,2,0.0,8.2156,PS-18970,2015-11-30,Second Class,2015-12-02
CA-2015-152891,60.45,3,0.0,16.3215,TB-21625,2015-10-25,Standard Class,2015-10-30
US-2015-122784,2.88,5,0.8,-4.464,RA-19915,2015-07-20,Standard Class,2015-07-27
CA-2016-156811,43.92,4,0.0,11.8584,BP-11095,2016-10-27,Standard Class,2016-11-02
CA-2017-111556,46.76,7,0.0,22.4448,CD-11920,2017-11-20,First Class,2017-11-22
CA-2016-108868,70.368,2,0.2,6.1572,KB-16585,2016-09-08,Standard Class,2016-09-12
CA-2014-142965,25.984,1,0.2,-5.1968,SW-20245,2014-07-20,Same Day,2014-07-20
CA-2016-148740,361.376,2,0.2,27.1032,AH-10690,2016-11-15,Standard Class,2016-11-19
US-2014-138758,172.186,2,0.3,-46.7362,JL-15835,2014-07-07,Standard Class,2014-07-11
CA-2016-131737,199.9,5,0.0,89.955,GZ-14470,2016-03-17,Same Day,2016-03-17
CA-2016-114538,11.328,2,0.2,2.5488,RC-19825,2016-12-26,First Class,2016-12-27
CA-2014-127936,21.24,3,0.0,8.0712,CL-12565,2014-09-02,First Class,2014-09-04
CA-2015-164336,34.8,3,0.2,2.175,MW-18220,2015-07-05,Standard Class,2015-07-10
CA-2016-100041,9.08,2,0.0,4.086,BF-10975,2016-11-20,Standard Class,2016-11-25
US-2014-154879,5.78,2,0.0,2.7166,SN-20710,2014-05-06,Standard Class,2014-05-11
CA-2014-130624,19.65,3,0.0,9.039,TB-21280,2014-06-21,First Class,2014-06-24
CA-2017-132339,387.99,1,0.0,182.3553,JB-15400,2017-08-19,Standard Class,2017-08-23
CA-2014-153983,575.92,2,0.2,71.99,AH-10210,2014-11-29,Standard Class,2014-12-06
CA-2017-112900,478.24,8,0.0,219.9904,KL-16645,2017-04-09,Second Class,2017-04-12
CA-2014-160157,190.848,3,0.2,-21.4704,MH-17455,2014-12-20,Standard Class,2014-12-27
CA-2014-139633,5.484,4,0.7,-4.0216,EC-14050,2014-12-17,Standard Class,2014-12-24
CA-2015-163090,40.92,5,0.2,3.069,GH-14665,2015-11-17,Second Class,2015-11-21
CA-2014-117016,15.552,3,0.2,2.3328,SC-20095,2014-03-04,Standard Class,2014-03-09
CA-2017-159464,17.24,2,0.0,4.4824,TB-21355,2017-05-18,First Class,2017-05-19
US-2017-103226,27.18,3,0.0,12.231,DW-13195,2017-09-22,Standard Class,2017-09-28
CA-2017-119452,1805.88,6,0.0,523.7052,CL-12565,2017-03-21,Standard Class,2017-03-27
CA-2017-147725,70.95,3,0.0,18.447,LT-17110,2017-09-14,Same Day,2017-09-14
CA-2016-168893,20.0,4,0.0,9.6,AP-10915,2016-11-03,Second Class,2016-11-08
CA-2016-163398,2.182,1,0.8,-3.6003,CB-12415,2016-05-03,Standard Class,2016-05-08
CA-2016-162726,10.368,2,0.2,3.6288,MT-17815,2016-12-27,Standard Class,2017-01-02
US-2016-111290,109.95,1,0.0,36.2835,DK-13375,2016-07-22,Standard Class,2016-07-26
US-2014-147704,78.35,5,0.0,36.8245,SR-20740,2014-11-16,Standard Class,2014-11-21
CA-2015-121965,12.56,2,0.0,4.0192,LH-17155,2015-06-19,Standard Class,2015-06-23
CA-2016-147137,25.4,5,0.0,8.636,AA-10645,2016-07-04,First Class,2016-07-06
US-2015-146745,129.568,2,0.2,-12.9568,AS-10630,2015-09-03,Standard Class,2015-09-08
CA-2017-115175,244.55,5,0.0,114.9385,MC-17575,2017-08-07,Standard Class,2017-08-12
CA-2017-105851,1332.496,2,0.2,-299.8116,SE-20110,2017-03-13,Standard Class,2017-03-20
US-2017-125717,32.776,1,0.2,3.2776,DS-13030,2017-09-28,First Class,2017-10-01
CA-2015-163895,3.304,1,0.2,1.1151,NS-18640,2015-08-07,Standard Class,2015-08-11
CA-2017-168641,16.38,9,0.0,7.371,KA-16525,2017-11-24,Standard Class,2017-12-01
CA-2017-156895,128.058,3,0.3,-23.7822,DJ-13510,2017-05-08,Standard Class,2017-05-12
CA-2017-121300,63.686,1,0.3,-15.4666,MG-17680,2017-09-29,Same Day,2017-09-29
CA-2017-130211,333.09,3,0.0,23.3163,BD-11620,2017-10-22,Same Day,2017-10-22
CA-2014-147235,24.9,5,0.0,11.703,CD-11920,2014-03-24,Standard Class,2014-03-28
CA-2016-109365,15.26,7,0.0,5.0358,XP-21865,2016-11-03,Standard Class,2016-11-08
CA-2015-162621,16.27,5,0.8,-25.2185,CA-12055,2015-09-05,Standard Class,2015-09-11
CA-2017-105921,418.296,3,0.2,5.2287,JM-15250,2017-08-14,Standard Class,2017-08-21
CA-2014-150798,659.988,2,0.4,109.998,JK-15730,2014-12-01,Second Class,2014-12-03
CA-2017-112753,917.9235,9,0.15,75.5937,CC-12670,2017-06-18,Standard Class,2017-06-23
CA-2017-155075,631.176,4,0.7,-462.8624,GW-14605,2017-12-02,Standard Class,2017-12-09
CA-2014-103401,12.96,2,0.0,6.2208,GR-14560,2014-11-21,Standard Class,2014-11-26
CA-2016-124814,12.96,2,0.0,6.2208,FM-14215,2016-04-10,Standard Class,2016-04-16
CA-2014-116757,25.92,5,0.2,9.072,MS-17980,2014-06-30,Standard Class,2014-07-04
US-2014-138247,173.656,7,0.2,17.3656,BF-11170,2014-12-24,Standard Class,2014-12-29
CA-2017-167003,171.288,3,0.2,-6.4233,VS-21820,2017-05-23,Standard Class,2017-05-29
CA-2016-119935,37.3,2,0.0,17.158,KM-16225,2016-11-10,Standard Class,2016-11-14
CA-2016-118969,54.792,6,0.7,-40.1808,LP-17095,2016-10-02,First Class,2016-10-03
CA-2016-145240,10.784,1,0.2,0.8088,BG-11740,2016-09-06,First Class,2016-09-08
CA-2016-120873,290.98,1,0.0,75.6548,BW-11200,2016-10-27,Second Class,2016-11-01
US-2017-111920,36.44,4,0.0,12.0252,PS-18970,2017-10-22,Standard Class,2017-10-26
US-2016-128678,21.4,5,0.0,10.058,RB-19570,2016-09-15,Standard Class,2016-09-20
CA-2016-101385,16.56,4,0.0,6.9552,JW-16075,2016-09-25,Standard Class,2016-10-01
CA-2017-107167,1347.52,8,0.2,84.22,ND-18460,2017-06-10,Standard Class,2017-06-14
CA-2014-109491,62.31,3,0.0,22.4316,LC-16930,2014-02-20,Standard Class,2014-02-26
CA-2017-105445,9.432,3,0.2,3.0654,BP-11095,2017-02-20,Second Class,2017-02-25
CA-2014-107454,34.86,7,0.0,16.0356,RD-19720,2014-11-02,Standard Class,2014-11-06
US-2017-105046,269.98,2,0.0,67.495,BE-11335,2017-07-17,Standard Class,2017-07-23
CA-2017-152856,116.832,4,0.2,33.5892,RS-19765,2017-09-08,Second Class,2017-09-10
CA-2016-134691,2.296,2,0.8,-3.9032,KC-16540,2016-11-14,Standard Class,2016-11-18
CA-2016-118759,408.006,2,0.1,72.5344,MB-17305,2016-11-14,First Class,2016-11-17
CA-2014-140403,122.352,3,0.2,13.7646,TN-21040,2014-10-10,Same Day,2014-10-10
CA-2015-163104,11.96,2,0.0,5.8604,MC-18130,2015-03-19,Standard Class,2015-03-26
CA-2017-138464,15.84,3,0.0,4.9104,VF-21715,2017-07-08,Standard Class,2017-07-12
CA-2015-104129,105.98,2,0.0,1.0598,ES-14080,2015-02-27,Standard Class,2015-03-02
US-2017-132206,5.936,7,0.8,-8.904,MK-17905,2017-06-16,Standard Class,2017-06-21
CA-2017-113474,325.86,2,0.0,149.8956,TM-21490,2017-03-30,First Class,2017-03-31
CA-2015-126557,383.607,9,0.3,-5.4801,RL-19615,2015-07-12,Second Class,2015-07-17
US-2017-107636,5.76,2,0.0,2.8224,NM-18520,2017-04-30,First Class,2017-05-02
US-2014-165862,351.216,3,0.2,4.3902,GK-14620,2014-07-13,Standard Class,2014-07-17
US-2014-106334,230.28,3,0.2,23.028,JF-15490,2014-12-27,Standard Class,2015-01-02
CA-2016-101448,56.82,3,0.0,28.41,EB-13930,2016-02-27,Second Class,2016-03-01
CA-2015-130218,31.56,4,0.0,14.202,SG-20470,2015-03-23,First Class,2015-03-26
US-2017-117331,8.559,1,0.7,-6.5619,ND-18370,2017-10-21,Standard Class,2017-10-28
CA-2014-127383,49.568,2,0.2,17.9684,CM-11815,2014-12-31,Standard Class,2015-01-05
CA-2014-110219,127.869,3,0.3,-9.1335,EB-13870,2014-05-05,First Class,2014-05-08
CA-2015-118871,271.44,3,0.0,122.148,HM-14860,2015-12-04,Second Class,2015-12-09
CA-2017-129490,419.136,4,0.2,-57.6312,SJ-20125,2017-09-26,Standard Class,2017-09-30
CA-2014-101175,100.704,6,0.2,-1.2588,DM-12955,2014-12-09,Standard Class,2014-12-14
US-2017-149510,45.216,3,0.2,4.5216,MC-17575,2017-12-03,Standard Class,2017-12-10
CA-2015-111990,10.476,6,0.8,-17.2854,DB-13660,2015-11-08,Standard Class,2015-11-13
CA-2014-169460,76.14,3,0.0,26.649,NF-18595,2014-04-19,Second Class,2014-04-21
US-2015-152128,21.24,3,0.0,8.0712,NM-18445,2015-05-25,Second Class,2015-05-27
CA-2017-126662,479.984,2,0.2,89.997,AB-10255,2017-07-17,Standard Class,2017-07-21
CA-2016-139395,657.93,7,0.0,184.2204,MG-17650,2016-12-12,Standard Class,2016-12-18
US-2014-121734,9.584,1,0.2,3.3544,SE-20110,2014-04-11,Standard Class,2014-04-16
CA-2015-110947,113.1,3,0.0,56.55,AG-10765,2015-06-09,Standard Class,2015-06-15
US-2014-150126,65.78,11,0.0,32.2322,AS-10045,2014-07-27,Standard Class,2014-08-02
CA-2015-164427,239.7,6,0.0,105.468,AR-10405,2015-07-31,Standard Class,2015-08-06
CA-2016-120250,25.632,3,0.2,3.8448,AP-10720,2016-09-19,First Class,2016-09-22
CA-2016-121993,23.616,8,0.2,7.9704,JB-16000,2016-06-10,First Class,2016-06-12
US-2016-100405,8.26,2,0.0,3.7996,TS-21430,2016-08-26,Second Class,2016-08-28
US-2017-163790,76.58,7,0.0,38.29,NL-18310,2017-11-02,Second Class,2017-11-04
CA-2016-129868,17.76,2,0.0,4.9728,MC-18130,2016-12-26,Standard Class,2016-12-31
CA-2016-140564,33.92,8,0.0,13.2288,TC-21475,2016-12-05,Second Class,2016-12-10
US-2017-169502,21.81,3,0.0,5.8887,MG-17650,2017-08-28,Standard Class,2017-09-01
CA-2015-146948,150.98,1,0.0,43.7842,MG-17890,2015-07-16,Standard Class,2015-07-20
US-2015-113327,18.272,1,0.2,5.9384,BF-11170,2015-05-26,Second Class,2015-05-29
CA-2015-135020,45.99,1,0.0,13.3371,MS-17770,2015-05-28,Standard Class,2015-06-02
US-2017-141852,47.12,8,0.0,20.7328,JE-15745,2017-11-09,Standard Class,2017-11-14
CA-2016-109407,31.36,4,0.0,15.68,HG-14965,2016-01-24,Second Class,2016-01-26
US-2017-165953,47.616,3,0.2,3.5712,EP-13915,2016-12-31,Standard Class,2017-01-06
CA-2016-144540,62.79,3,0.8,-166.3935,GH-14410,2016-09-05,Standard Class,2016-09-10
CA-2015-159863,134.376,3,0.2,6.7188,DS-13180,2015-09-04,Second Class,2015-09-07
CA-2015-117800,589.9,2,0.0,147.475,TH-21550,2015-09-21,Standard Class,2015-09-26
CA-2017-145219,2879.952,6,0.2,1007.9832,RM-19675,2017-12-24,First Class,2017-12-25
CA-2015-161214,77.55,5,0.0,21.714,SF-20965,2015-10-05,Second Class,2015-10-08
CA-2017-147228,8.832,3,0.2,-1.9872,SO-20335,2017-09-09,Standard Class,2017-09-14
CA-2016-101336,77.55,5,0.0,20.163,CK-12760,2016-11-13,Standard Class,2016-11-18
US-2015-126235,17.14,2,0.0,6.1704,GA-14725,2015-10-15,Same Day,2015-10-15
CA-2017-168396,51.75,5,0.0,24.84,BD-11725,2017-08-03,Second Class,2017-08-08
CA-2015-130456,586.398,6,0.15,34.494,DS-13180,2015-08-21,Standard Class,2015-08-26
CA-2017-116288,242.94,3,0.0,9.7176,BS-11380,2017-03-12,Standard Class,2017-03-17
CA-2017-168228,123.92,4,0.0,33.4584,AP-10915,2017-04-27,First Class,2017-04-29
CA-2016-102162,1599.92,8,0.0,751.9624,JF-15565,2016-09-11,Standard Class,2016-09-16
CA-2017-130141,3.168,4,0.7,-2.5344,HA-14905,2017-10-22,Second Class,2017-10-24
CA-2015-147501,6.368,2,0.2,2.1492,Co-12640,2015-08-02,Standard Class,2015-08-06
CA-2016-143910,145.764,2,0.1,-8.098,BC-11125,2016-08-12,Standard Class,2016-08-16
CA-2014-146885,13.62,3,0.0,6.129,EB-13840,2014-05-30,Standard Class,2014-06-05
CA-2016-139556,434.646,3,0.1,62.7822,DB-13360,2016-04-26,Standard Class,2016-05-01
CA-2017-129357,440.19,9,0.0,206.8893,KB-16585,2017-05-14,Standard Class,2017-05-19
CA-2017-150987,244.55,5,0.0,114.9385,AH-10120,2017-04-08,Standard Class,2017-04-12
CA-2017-132647,11.76,2,0.0,5.7624,GH-14410,2017-02-17,Standard Class,2017-02-23
CA-2017-159107,2.88,1,0.0,1.3536,KT-16480,2017-06-24,Second Class,2017-06-26
CA-2014-160738,45.248,2,0.2,3.9592,KH-16330,2014-05-05,Standard Class,2014-05-10
CA-2015-112130,59.904,2,0.2,14.2272,SV-20785,2015-05-03,Standard Class,2015-05-07
CA-2016-111409,3.0,1,0.2,1.05,PO-18850,2016-09-18,Standard Class,2016-09-22
CA-2016-116232,7.506,9,0.7,-6.0048,AC-10450,2016-09-22,Standard Class,2016-09-26
CA-2016-116547,79.92,4,0.0,34.3656,KB-16585,2016-01-10,Standard Class,2016-01-17
US-2017-133200,11.06,10,0.8,-18.802,DB-13555,2017-05-06,Standard Class,2017-05-11
CA-2016-133550,283.14,4,0.1,72.358,KL-16645,2016-07-31,Standard Class,2016-08-06
CA-2017-139416,15.008,2,0.2,1.5008,AG-10270,2017-03-27,Second Class,2017-03-29
CA-2014-114510,33.088,4,0.2,11.1672,JF-15295,2014-03-14,Standard Class,2014-03-19
CA-2016-169215,29.61,9,0.0,13.3245,RE-19450,2016-07-14,Second Class,2016-07-18
CA-2016-127698,863.928,9,0.2,86.3928,MV-18190,2016-12-01,Same Day,2016-12-01
CA-2016-159912,241.92,4,0.4,-56.448,GB-14530,2016-08-29,Standard Class,2016-09-03
CA-2016-101987,440.91,9,0.0,123.4548,HL-15040,2016-06-24,Standard Class,2016-06-30
US-2017-154851,5.715,5,0.7,-4.7625,BP-11155,2017-03-30,Standard Class,2017-04-03
CA-2014-138681,51.968,2,0.2,10.3936,CT-11995,2014-12-20,First Class,2014-12-22
US-2015-138121,29.52,4,0.0,14.4648,JL-15835,2015-12-17,Same Day,2015-12-17
CA-2017-140298,5.248,2,0.2,0.5904,JK-16120,2017-05-11,Standard Class,2017-05-17
CA-2016-166240,8.712,2,0.8,-19.602,DH-13075,2016-06-24,Standard Class,2016-06-28
CA-2016-158435,65.17,7,0.0,18.8993,AG-10900,2016-05-17,First Class,2016-05-18
CA-2017-138149,895.92,5,0.2,302.373,WB-21850,2017-06-29,First Class,2017-06-30
CA-2014-112403,0.852,1,0.7,-0.5964,JO-15280,2014-03-31,Same Day,2014-03-31
CA-2014-108273,36.288,7,0.2,12.7008,EJ-13720,2014-12-16,Standard Class,2014-12-21
CA-2017-121643,344.704,2,0.2,38.7792,AB-10105,2017-05-18,First Class,2017-05-20
US-2015-122910,201.584,2,0.2,20.1584,LT-16765,2015-05-12,Standard Class,2015-05-16
CA-2017-143126,521.96,2,0.0,88.7332,CM-12655,2017-12-03,Second Class,2017-12-07
CA-2015-129042,8.22,3,0.0,2.2194,EM-13960,2015-12-12,Standard Class,2015-12-17
CA-2015-109736,45.36,7,0.0,21.7728,DJ-13420,2015-10-10,First Class,2015-10-11
CA-2015-142601,947.17,7,0.0,9.4717,DE-13255,2015-04-18,Second Class,2015-04-20
CA-2014-106229,268.935,3,0.5,-209.7693,NR-18550,2014-06-07,Second Class,2014-06-11
US-2017-135230,7.58,1,0.0,2.9562,CK-12325,2017-09-01,Standard Class,2017-09-07
CA-2016-159653,14.73,3,0.0,7.2177,JF-15490,2016-05-22,Same Day,2016-05-22
CA-2016-131968,9.888,2,0.7,-6.9216,LB-16795,2016-11-11,Standard Class,2016-11-15
CA-2014-119151,1117.92,4,0.0,55.896,MP-18175,2014-11-25,Second Class,2014-11-29
CA-2014-123323,123.144,7,0.2,46.179,LH-16900,2014-11-07,Standard Class,2014-11-12
CA-2016-124681,15.576,3,0.2,3.3099,SV-20935,2016-07-18,Second Class,2016-07-23
US-2015-103996,212.64,6,0.0,99.9408,RB-19435,2015-03-29,Second Class,2015-03-31
CA-2016-120530,658.746,3,0.1,146.388,Dl-13600,2016-04-07,Standard Class,2016-04-12
CA-2015-155054,8.26,2,0.0,3.8822,PS-19045,2015-06-13,Standard Class,2015-06-19
CA-2015-105725,61.06,2,0.0,28.0876,GT-14755,2015-02-18,Standard Class,2015-02-24
CA-2017-164364,9.96,2,0.0,4.5816,CS-12355,2017-11-12,Standard Class,2017-11-16
CA-2017-168123,7.9,2,0.0,2.528,JD-16060,2017-03-05,Same Day,2017-03-05
CA-2016-120005,25.35,3,0.0,7.605,TS-21160,2016-03-03,Same Day,2016-03-03
CA-2016-123526,33.4,5,0.0,16.032,BV-11245,2016-12-24,First Class,2016-12-25
CA-2016-127649,837.6,3,0.2,62.82,DL-13495,2016-10-07,First Class,2016-10-09
CA-2016-159989,40.68,3,0.2,-9.153,EB-13870,2016-12-09,Standard Class,2016-12-13
CA-2017-103499,209.568,2,0.2,-23.5764,ES-14020,2017-11-20,Standard Class,2017-11-24
US-2015-167220,22.368,4,0.2,6.4308,JB-15925,2015-12-12,Standard Class,2015-12-16
CA-2017-126354,3.882,2,0.7,-2.588,SC-20380,2017-02-03,Standard Class,2017-02-08
CA-2017-169817,1.908,2,0.7,-1.5264,EB-13870,2017-09-21,Standard Class,2017-09-25
US-2017-144582,43.372,7,0.8,-69.3952,TC-21475,2017-04-30,Standard Class,2017-05-05
CA-2014-121573,783.96,4,0.0,219.5088,SG-20605,2014-11-03,Standard Class,2014-11-07
CA-2016-117660,5.904,2,0.2,1.9926,BM-11785,2016-12-30,Standard Class,2017-01-04
CA-2014-112851,182.94,3,0.0,85.9818,NR-18550,2014-09-17,Standard Class,2014-09-21
CA-2017-123701,27.76,4,0.0,9.9936,PG-18820,2017-11-24,First Class,2017-11-27
CA-2015-118227,25.99,1,0.0,7.5371,DB-13270,2015-04-24,Standard Class,2015-04-28
CA-2015-123155,113.52,5,0.2,29.799,NS-18640,2015-03-09,First Class,2015-03-12
CA-2017-158883,25.344,4,0.2,9.1872,CS-11860,2017-06-02,Same Day,2017-06-03
US-2016-114888,11.952,3,0.2,4.1832,CC-12430,2016-09-19,Second Class,2016-09-24
US-2014-167262,742.336,8,0.2,83.5128,AC-10450,2014-10-31,Second Class,2014-11-03
CA-2017-119746,6.464,1,0.6,-4.04,CM-12385,2017-11-23,Standard Class,2017-11-27
CA-2017-108091,23.36,4,0.0,6.0736,EK-13795,2017-11-16,Standard Class,2017-11-21
CA-2016-101630,8.67,3,0.0,4.0749,CK-12760,2016-02-19,Second Class,2016-02-23
CA-2017-132346,100.94,7,0.0,33.3102,PK-19075,2017-11-07,Standard Class,2017-11-11
CA-2014-150301,63.882,1,0.1,10.647,MH-18025,2014-07-08,First Class,2014-07-10
CA-2014-159310,683.144,4,0.3,0.0,SC-20725,2014-11-07,Standard Class,2014-11-12
US-2017-147984,279.9,5,0.0,137.151,GB-14575,2017-01-28,Standard Class,2017-02-01
CA-2015-104346,13.12,5,0.2,1.148,IM-15070,2015-12-11,Standard Class,2015-12-16
US-2015-141684,24.96,4,0.0,11.232,MM-18055,2015-06-29,Standard Class,2015-07-04
CA-2015-144722,43.13,1,0.0,18.1146,MF-18250,2015-03-16,Standard Class,2015-03-23
CA-2015-120516,5.64,3,0.0,2.7072,CK-12595,2015-08-13,Standard Class,2015-08-17
US-2016-148901,57.582,3,0.7,-44.1462,MK-17905,2016-05-14,Standard Class,2016-05-19
CA-2017-136364,39.594,1,0.4,-7.2589,MH-17455,2017-07-13,Second Class,2017-07-17
CA-2015-137708,37.94,2,0.0,18.2112,NG-18430,2015-11-22,Second Class,2015-11-25
CA-2014-149055,62.808,3,0.2,21.1977,PB-19210,2014-11-23,Standard Class,2014-11-28
CA-2015-151589,195.64,4,0.0,91.9508,RE-19450,2015-12-27,First Class,2015-12-30
CA-2016-121370,380.058,3,0.3,-21.7176,EB-14110,2016-11-14,Second Class,2016-11-19
CA-2016-111696,17.94,3,0.0,8.073,TB-21625,2016-05-08,First Class,2016-05-10
CA-2014-139598,18.264,3,0.2,6.1641,MG-17695,2014-12-26,Standard Class,2014-12-31
CA-2017-117436,10.36,2,0.0,5.0764,LW-17125,2017-06-08,Standard Class,2017-06-14
CA-2015-140025,463.248,8,0.8,-1181.2824,PF-19120,2015-04-07,Standard Class,2015-04-11
CA-2016-134222,44.856,6,0.7,-35.8848,NZ-18565,2016-07-10,Same Day,2016-07-11
CA-2016-140018,30.345,7,0.7,-24.276,CK-12205,2016-11-21,Standard Class,2016-11-26
US-2017-136707,14.016,4,0.2,4.9056,JE-15610,2017-11-12,First Class,2017-11-15
CA-2014-152562,69.52,2,0.0,19.4656,JO-15145,2014-11-01,Standard Class,2014-11-08
CA-2016-152408,13.776,3,0.2,4.4772,TT-21220,2016-05-15,Standard Class,2016-05-21
CA-2014-120278,245.88,6,0.0,68.8464,MS-17365,2014-11-07,Standard Class,2014-11-12
CA-2017-167661,39.92,5,0.2,13.473,MP-18175,2017-10-05,Standard Class,2017-10-10
CA-2017-106831,3.798,2,0.7,-2.6586,FH-14350,2017-06-01,First Class,2017-06-03
CA-2017-154123,27.58,2,0.0,11.5836,SC-20050,2017-11-20,Standard Class,2017-11-25
CA-2016-136049,5.553,3,0.7,-4.0722,NM-18520,2016-12-23,Standard Class,2016-12-28
CA-2017-118402,243.92,5,0.2,-54.882,JO-15280,2017-09-29,Standard Class,2017-10-04
US-2016-139388,14.96,4,0.0,0.2992,CC-12475,2016-11-07,First Class,2016-11-09
US-2014-128685,7.184,2,0.2,2.245,MZ-17515,2014-04-04,First Class,2014-04-05
CA-2015-124044,10.512,3,0.2,3.6792,MS-17830,2015-07-23,Second Class,2015-07-26
CA-2014-164469,263.96,5,0.2,19.797,GK-14620,2014-06-25,Second Class,2014-06-27
CA-2014-107818,5.88,2,0.0,2.646,MC-17275,2014-09-08,Standard Class,2014-09-14
CA-2014-113320,12.54,3,0.0,4.5144,LH-17155,2014-12-12,Second Class,2014-12-15
CA-2015-137526,70.008,3,0.2,24.5028,PB-19150,2015-01-13,Standard Class,2015-01-17
CA-2017-136063,10.192,7,0.2,1.0192,SS-20140,2017-12-15,Standard Class,2017-12-19
CA-2016-101546,1793.98,2,0.0,843.1706,GK-14620,2016-12-18,Standard Class,2016-12-24
CA-2014-138940,758.352,6,0.2,265.4232,GM-14455,2014-04-11,Second Class,2014-04-16
CA-2016-125164,20.368,1,0.2,7.3834,SH-19975,2016-11-10,Standard Class,2016-11-14
CA-2017-163531,239.97,3,0.0,67.1916,SC-20725,2017-06-26,Standard Class,2017-06-30
CA-2017-122490,2404.704,6,0.2,150.294,TT-21070,2017-11-13,Standard Class,2017-11-18
CA-2017-131366,89.988,2,0.4,-14.998,SC-20440,2017-11-24,Standard Class,2017-11-29
CA-2017-164042,1.824,2,0.2,0.6156,KL-16645,2017-05-23,Standard Class,2017-05-27
CA-2014-132864,119.8,5,0.2,29.95,KN-16390,2014-12-02,Standard Class,2014-12-07
US-2014-155817,61.568,2,0.2,4.6176,SL-20155,2014-10-03,Standard Class,2014-10-09
